Company being reviewed,Competitor category,user_review_name,published_date,star_rating,review_title,review_body,Sentiment of review,Polarity,plastic surgery,Body & Liposuction,Hair Transplant,Veins,Rejuvenation & Fillers,Laser Hair Removal,Dermatology,Haemorrhoids,Snoring,Bunion,Competitors,Cost,Speed,Staff assistance,experience,Online,Cleanliness,Gratitude,results
Transform,direct,Mrs Sharlene Lowe,2018-04-23T09:48:15Z,5  stars,brilliant service so far,"brilliant service so far, nothings too much for any of the staff if they cant answer your question they will find the answer for you.",Positive,0.5859,0,0,0,0,0,0,0,0,0,0,0,0,0,staff,0,0,0,0,0
Transform,direct,Kimmy Allaker,2018-04-19T14:04:00Z,5  stars,Excellent from start to finish,"Excellent from start to finish, would",Positive,0.5719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transform,direct,Lauren,2018-04-19T10:08:17Z,4  stars,I was that person that read all the bad reviews...don?��t!,I was that person that went to loads of differnet places I wasn?��t a normal straight forward op and had to stay over night my surgeon was amazing I can?��t even tell you how good he was and how comfortable he made me feel! The hospital is perfectly cut off and quiet and the rooms are massive your so comfortable it?��s 100% worth the money and transform was the best price out of 3 that I went to! I read all the reviews and wasn?��t defiantly confident because there are always some bad bits but I?��m so glad I went with them and no one else. The best bit was my night nurse she checked on me 24/7 and came to me as soon as I called!  She was my comfort through it all and cake and chatted to me if I couldn?��t sleep. The only down side was the change over of staff in the morning before I was discharged no one really cared I was still there and didn?��t come to discharge me I had to ask if I could go no one checked me over or told me anything other than a man that gave me my tablets and told me when to take them. Other than that... I?��m only 19 and was so scared about it after seeing 3 different places 7 surgeons im so glad I went to transform.,Positive,0.9759,0,0,0,0,0,0,0,0,0,0,Transform,price,0,staff,0,0,0,glad,0
Transform,direct,Jackie,2018-04-17T16:18:22Z,5  stars,My surgeon that l had was doctor Lahoud?�?,My surgeon that l had was doctor Lahoud  and he is amazing! l would highly recommend him .All the staff at transform are fantastic also Riverside hospital were fantastic l can not recommend  transform enough thank you guys.,Positive,0.9589,0,0,0,0,0,0,0,0,0,0,Transform,0,0,guy,0,0,0,thank you,0
Transform,direct,Elaine,2018-04-17T16:03:06Z,5  stars,Loved every aspect of my experience,"Loved every aspect of my experience, from start to finish all the staff which i had the pleasure of meeting were lovely and made my journey even more special. Thank you transform",Positive,0.9529,0,0,0,0,0,0,0,0,0,0,Transform,0,0,staff,0,0,0,thank you,0
Transform,direct,Karen,2018-04-16T16:23:29Z,5  stars,Excellent care and attention,No hesitation in recommending.  Excellent experience.,Positive,0.1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transform,direct,Nikki,2018-04-16T10:28:49Z,5  stars,Wonderful,"Wonderful, marvellous excellent. I have already recommended Transform to",Positive,0.8481,0,0,0,0,0,0,0,0,0,0,Transform,0,0,0,0,0,0,0,0
Transform,direct,Mel Gore,2018-04-15T19:54:38Z,3  stars,Breast augmentation,"Had breast augmentation in 2014. Surgeon did a great job, but I didn?��t get the cup size I asked for. I was told they would redo my augmentation  at no extra cost ( as discussed before handing my money over)  I went for a consultation and was told I would need a double consult with my surgeon, and another surgeon, who would be redoing the op. I?��m still waiting for that consult. Although the surgery went very well, it?��s the aftercare service and false promises I?��m not happy with.",Positive,0.3055,Breast Augmentation,0,0,0,0,0,0,0,0,0,0,cost,wait,service,0,0,0,happy,0
Transform,direct,julie rees,2018-04-15T10:47:45Z,5  stars,Excellent results,"Excellent results,  would recommend Transform every time,",Positive,0.7351,0,0,0,0,0,0,0,0,0,0,Transform,0,time,0,0,0,0,0,results
Transform,direct,Stuart findlay,2018-04-13T17:14:48Z,5  stars,Transform reading,Update swelling has gone down loads looks amazing such a difference feel so much more confident and half the price of other company's well chuffed . Hope his helps anyone else,Positive,0.9344,0,0,0,0,0,0,0,0,0,0,0,price,0,0,0,0,0,0,0
Transform,direct,Bethany Jade Allen,2018-04-13T13:39:36Z,5  stars,Dr Paul Clarke is the best of the best,Dr Paul Clarke is the best of the best. definitely recommend.,Positive,0.9274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transform,direct,Tanya. S. Bartlett/ Managing Director - British Voice Over UK,2018-04-13T12:15:33Z,5  stars,Transform go the extra mile.,I was a patient with Transform 20 years ago and I have been blessed as have never had a single problem in all those years.  I returned back to them recently for a procedure as I knew how professional they are. I knew I would be in safe hands. My surgeon was Mr Nathan and he is a brilliant surgeon and has a very honest approach to everything. It?��s very evident that he has your best interests at heart. Annie at the clinic is absolutely lovely. I remembered her from previous years.  Rachel has been very helpful throughout. Dr Angelis my anesthetist was amazing!  All the staff at the Riverside Hospital were absolutely faultless.  They all go the extra mile. Lovely people.  Would highly recommend Transform. There?��s good reason why I?��ve now been a patient of theirs twice.,Positive,0.9929,0,0,0,0,0,0,0,0,0,0,Transform,0,0,professional,0,0,0,helpful,0
Transform,direct,Kirsty,2018-04-13T08:48:14Z,5  stars,Breast Augmentation from Norwich/London,I had all my consultations from the Norwich Clinic for my Breast Augmentation and the surgery in London.,Neutral,0,Breast Augmentation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transform,direct,Honey,2018-04-12T18:12:56Z,5  stars,Transform are brilliant,Transform are brilliant! Highly recommended,Positive,0.7089,0,0,0,0,0,0,0,0,0,0,Transform,0,0,0,0,0,0,0,0
Transform,direct,Rachel Jackson,2018-04-12T18:01:15Z,5  stars,This was the 2nd time I?��ve had surgery?�?,This was the 2nd time I?��ve had surgery at transform. 2 breast augmentations & was with same surgeon. Can highly recommend Transform the care is 2nd to none. Thank you!,Positive,0.5971,Breast Augmentation,0,0,0,0,0,0,0,0,0,Transform,0,time,care,0,0,0,thank you,0
Transform,direct,Sonia Rosa,2018-04-12T10:39:01Z,5  stars,Wonderful team,"Wonderful team, very professional! Thank you, i?��m Glad to choose the  right clinic.",Positive,0.8583,0,0,0,0,0,0,0,0,0,0,0,0,0,professional,0,0,0,thank you,0
Transform,direct,Andrea,2018-04-11T14:53:37Z,5  stars,Easier than I expected!,I had Rhinoplasty with Transform at the Manchester hospital after 25 years of hating my nose. Mr Ottoviana was straight to the point but friendly at consultation. The staff at the Pines were brilliant. The overall experience regarding pre and post op. was easier than my expectations. There was no pain post op just discomfort. I am nearly 6 weeks post op now and I love my new nose. Many thanks,Positive,0.9217,Rhinoplasty,0,0,0,0,0,0,0,0,0,Transform,0,0,staff,pain,0,0,thanks,0
Transform,direct,Carla,2018-04-10T17:16:29Z,5  stars,Ms lutz and the team are great,Ms lutz and the team are great. She was very reassuring and informative throughout.,Positive,0.796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transform,direct,Faye,2018-04-10T14:34:07Z,4  stars,Great service,Great service,Positive,0.6249,0,0,0,0,0,0,0,0,0,0,0,0,0,service,0,0,0,0,0
Transform,direct,Gem,2018-04-10T11:58:58Z,4  stars,smooth running apart from one thing,"Everything went really well only thing I would complain about is the lady (I think she?��s the nurse) who gave me my socks and gown ect, she rushed me so much and made me feel unsettled. She spoke so fast and didn?��t have no care for me and my new experience. Jus seemed like she wanted to get the job done. She was the only negative part of my experinace. Apart from that everything ran smoothly.",Negative,-0.3832,0,0,0,0,0,0,0,0,0,0,0,0,0,lady,0,0,0,0,0
Transform,direct,Simmy,2018-04-10T11:12:21Z,5  stars,Transform was very helpful,Transform was very helpful. I was able to ask any questions I had at anytime. I now look the way I always wanted. Thank you. Kind regards. Simone.,Positive,0.8399,0,0,0,0,0,0,0,0,0,0,Transform,0,time,helpful,0,0,0,thank you,0
Transform,direct,Lydia,2018-04-10T10:50:02Z,5  stars,Tummy tuck and Lipo review,"I felt very welcome from my first consultation and was very excited to proceed with the operation. The finance option was also very simply and straight forward, instance results once the online form was completed. I had a tummy tuck and Lipo performed by Mr Ahmed, he was very professional and I felt I was in good hands. Nurses were lovely during my 2 night stay and I was super impressed with the food, it was lovely!!",Positive,0.9768,Tummy Tuck,0,0,0,0,0,0,0,0,0,0,0,0,professional,0,online,0,welcome,results
Transform,direct,Natalie,2018-04-10T10:46:34Z,5  stars,My Transform Journey,"Hi, I had a wonderful experience. Right from beginning with my first meetings with Sharon to my consultation with my surgeon, Mr Lahoud. It has been a very smooth stress free experience. I would like to give a special shout out to the nurses at Riverside hospital. The care they provided was out of this world, they are were so kind and nothing was too much. Thank you so so much you lovely ladies, you definitely made my experience comfortable and memorable.  I would have no issue with recommending Transform and if I was to have any further surgeries I would happily go back to them.",Positive,0.9847,0,0,0,0,0,0,0,0,0,0,Transform,0,0,care,0,0,0,thank you,0
Transform,direct,Elisa,2018-04-10T10:46:01Z,4  stars,I had breast augmentation in September,"I had breast augmentation in September. I had a problem after that because I breast dropped too much and the other one didn't so I had two different boobies. They were horrible, different position, different nipples. I went to see again mr Netri and he suggested to do surgery again. I just had my breast done again 3 days ago and they look amazing! I'm really glad that mr Netri sorted everything. I'm really happy now",Positive,0.7083,Breast Augmentation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy,0
Transform,direct,Emily Roberts,2018-04-10T10:43:11Z,4  stars,great surgeon who is realistic!,"Still very early does post surgery but so far everything has gone smoothly! main thing I have noticed is the good communication from your assigned nurse. There was some clash of communication from one doctor to the other after my surgery, but after calling my nurse I was able to get the issue cleared up. Dr Luts is an amazing surgeon and was very realistic with me, discussing my limitations with implant size due to my petite figure. This is something I didn't get from other surgeons I saw for consultations who felt I could go bigger. However I am very happy with the size I went and don't actually think i could deal with the pain if I went any bigger!",Positive,0.9134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pain,0,0,happy,0
Transform,direct,Nicola Woods,2018-04-09T21:53:42Z,3  stars,Surgeon 5* nurse 5* hospital 5* everyone else rubbish,Cannot fault my surgeon Dr Clarke and the hospital staff they were so welcoming and put me at easy and explained every step of the way. My nurse I think she is called Elaine is reassuring and very helpful and caring.,Positive,0.9528,0,0,0,0,0,0,0,0,0,0,0,0,easy,staff,0,0,0,helpful,0
Transform,direct,Elle,2018-04-07T21:11:16Z,5  stars,Breast enlargement,Excellent every step of the way!!,Positive,0.5719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transform,direct,Christine Hehir,2018-04-06T19:56:17Z,5  stars,5 ??���??���??���??���??���,I found my experience to be fantastic. Well trained welcoming staff. Very friendly and put me at ease. I would recommend transform to others.,Positive,0.9441,0,0,0,0,0,0,0,0,0,0,Transform,0,0,staff,0,0,0,0,0
Transform,direct,Lauren,2018-04-06T19:26:06Z,5  stars,Breast Augmentation with Mr Clarke.,I had breast augmentation at the Manchester clinic. My consultations were great. My patient co orderinater was Cassie who sorted everything out for me and scheduled all my appointments. My surgeon Mr Clarke who was amazing and answered all my questions. I?��m super happy with my results so far 2 weeks post op.,Positive,0.9477,Breast Augmentation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy,results
Transform,direct,Gemma Richardson,2018-04-06T14:55:48Z,5  stars,Septorhinoplasty with Mr Ottiviani,"Had my septorhinoplasty done on sunday with mr ottiviani. From the moment of my first consultation at transform i felt right at ease. I also felt everything was well explained and no hidden extras. I was so nervous on surgery day but now know i didnt need to be. From walking in, to going to theatre, to leaving... all the staff were sooo friendly and comforting. Really looked after me. Nothing was too much trouble for them, they went above and beyond with my care. Thankyou sooo much for making it a positive, calm experiance. I cant wait to see my results",Positive,0.9537,Rhinoplasty,0,0,0,0,0,0,0,0,0,Transform,0,wait,staff,0,0,0,0,results
Transform,direct,Michelle,2018-04-06T13:49:11Z,5  stars,Breast enlargement,"I have had outstanding service. The team at transform are amazing, friendly and very supportive .",Positive,0.9259,0,0,0,0,0,0,0,0,0,0,Transform,0,0,service,0,0,0,0,0
Transform,direct,Firdaus,2018-04-06T12:01:28Z,5  stars,Excellent service,Excellent service !,Positive,0.5719,0,0,0,0,0,0,0,0,0,0,0,0,0,service,0,0,0,0,0
Transform,direct,Sophie,2018-04-06T11:58:37Z,5  stars,Amazing!!,Amazing service and staff,Positive,0.5859,0,0,0,0,0,0,0,0,0,0,0,0,0,staff,0,0,0,0,0
Transform,direct,Michelle,2018-04-06T11:34:07Z,5  stars,Amazing!,From my initial consultation to my aftercare Transform has been absolutely amazing.,Positive,0.624,0,0,0,0,0,0,0,0,0,0,Transform,0,0,aftercare,0,0,0,0,0
Transform,direct,Lauren,2018-04-06T11:05:41Z,5  stars,Amazing,Transform were amazing with me throughout my whole process and I would definitely recommend this company to anyone!,Positive,0.8402,0,0,0,0,0,0,0,0,0,0,Transform,0,0,0,0,0,0,0,0
Transform,direct,Jackie,2018-04-06T11:05:29Z,5  stars,I would recommend Transform without?�?,I would recommend Transform without hesitation.,Positive,0.5129,0,0,0,0,0,0,0,0,0,0,Transform,0,0,0,0,0,0,0,0
Transform,direct,Lyndsy,2018-04-06T11:02:48Z,1  stars,Bad service,The treatment I have had Is disgusting,Negative,-0.5267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transform,direct,Helen,2018-04-06T10:58:42Z,5  stars,Face and kneck lift,Perfect from start to finish,Positive,0.5719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transform,direct,Ella J,2018-04-06T09:55:30Z,5  stars,Completely satisfied,"I have recently just had a breast enlargement with transform and would happily recommend them to anyone, intact I have been! This was something I had researched for a long time to make sure I chose the right place to have it done. From the start the service was excellent, communication was superb, the staff at clinic were helpful, knowledgeable and friendly, the surgeons were fantastic at advising what would be best and really listen to your needs. They put your needs first and make sure your ?��journey?ѝ is stress free. Not once did I feel rushed or pushed into making any decisions everything was at my pace. I?��m now post op and the aftercare has been fantastic. And my surgery well I couldn?��t be happier with the results so far. Absolutely perfect! I have tried to think of a suggestion to help transform improve the service and make it more of a balanced review but I can?��t actually think of one thing I would change!",Positive,0.9783,Breast Enlargement,0,0,0,0,0,0,0,0,0,Transform,0,time,staff,0,research,0,helpful,results
Transform,direct,Beth Clements,2018-04-05T17:08:04Z,4  stars,Very pleased,"Firstly I would say that I am very satisfied with my breast enlargement surgery and I could not fault my surgeon Mr Sinah. He was kind and knowledgable and I was ready to book my surgery as soon as I met him because I knew he would be the man for the job! My experience with the Norwich clinic was good, Cherie are her team are great and I had a driver take me to and from the Riverside Hospital and he was fab, such a smooth and relaxing journey there and back.  My only very small gripe and it did not ruin my experience but it?��s worth me saying so that perhaps some points can be raised at a later date but I felt I was really rushed though the first part of my hospital stay, from the moment I checked into reception it was a whirlwind of a check in with the nurse I didn?��t have time to read anything that was presented to me I felt like everyone was in a real hurry to get me to theatre. I suppose it?��s better than hanging around all day waiting to go to surgery but something in the middle would have been better. My hospital stay overall was good the food is excellent ! All in all I would definitely recommend Transform",Positive,0.9919,Breast Enlargement,0,0,0,0,0,0,0,0,0,Transform,0,time,0,0,0,0,0,0
Transform,direct,Victoria Moreland,2018-04-05T17:05:03Z,5  stars,Transform,Best thing iv ever done the staff was brilliant and always there if I needed help I would definitely recommend Transform,Positive,0.9423,0,0,0,0,0,0,0,0,0,0,Transform,0,0,staff,0,0,0,0,0
Transform,direct,Seraphina Rose,2018-04-04T12:19:16Z,2  stars,Great until you need your money back.,"Great experience when booking the surgery and taking my money. Then my surgery was cancelled by the surgeon 4 days before my surgery date and I was told I'd promptly receive a full refund of the nearly �5000 I had paid. 7 days later and I still don't have my money back and I am being told they haven't even received my refund request forms and once they do get them it will take 28 days to get my money back when I have already waited 7. It's disgusting, I have been ignored and treated poorly since my surgery was cancelled and I will not use Transform in the future or recommend that anyone gives them large amounts of money before their surgery in case it's cancelled. Patients are treated like pay checks.",Negative,-0.25,0,0,0,0,0,0,0,0,0,0,Transform,0,wait,0,0,0,0,0,0
Transform,direct,Rebecca Hickmott,2018-04-03T21:18:32Z,5  stars,helpful throughout the whole?�?,"helpful throughout the whole experience, made you feel very welcome and safe, would highly recommend transform",Positive,0.9011,0,0,0,0,0,0,0,0,0,0,Transform,0,0,helpful,0,0,0,welcome,0
Transform,direct,Emma,2018-04-03T20:54:33Z,5  stars,"Friendly staff, clean and modern facilities",All the staff I met with were very friendly and were able to answer all the questions I had. Both the Riverside Hospital and Reading Clinic were very clean modern facilities. There was always someone available to speak to during the aftercare. I am so happy with the results of my surgery and have had no reservations in recommending Transform to friends considering surgery.,Positive,0.9206,0,0,0,0,0,0,0,0,0,0,Transform,0,0,staff,0,0,clean,happy,results
Transform,direct,Tracey,2018-03-26T21:21:20Z,1  stars,Time wasters,"Had consultation took time off work offered to pay up front but I want to book in 3 months time and was told wait for dates.. Got loan out and I was booking date got re check of price gone up by �250 in 2 months which now I can't afford, since this found recommended places �1000 cheaper... So shop around as these people mess you about and miss leading...",Negative,-0.4019,0,0,0,0,0,0,0,0,0,0,0,price,time,0,0,0,0,0,0
Transform,direct,Susie,2018-03-26T09:01:35Z,5  stars,Excellent Service Excellent Results,Excellent Service Excellent Results,Positive,0.8126,0,0,0,0,0,0,0,0,0,0,0,0,0,service,0,0,0,0,results
Transform,direct,Gemma Keulder,2018-03-25T14:45:05Z,2  stars,It has taken me nearly 18months to do this.,"It has taken me nearly 18months to write this review as I wanted to just be clear in my head that I wasn't being dramatic but I still feel the same. I just want to firstly say I could not be happier with the way I was treated by the nursing staff they were lovely from start to finish but the rest I feel was unprofessional and not worth the predicament I am now put in. The first lady I saw in London's clinic was very friendly but didn't really have the knowledge I was hoping for. I then went on to see a surgeon who booked me in and then very promptly went on leave so could not continue with my surgery. I then had to go back to London to meet another surgeon who said the surgery I had booked in for was not the best way to get the results I wanted but we would could change that if we needed to at the time. After getting home and thinking about it I decided that I only wanted to do this once so if more invasive surgery was needed I would go for it. I spoke to my first consultant who then informed me what the surgeon had said was wrong and I couldn't have that surgery unless I started the process again, moved my surgery date and paid more. I was left feeling stuck and lost. I has lost all faith in my surgeon but I was over �6000 in at this point. I went for my surgery as first planned as I was told it would be fine and it would look great. The hospital was lovely and staff were great until my surgeon walked in, she was rude ""apparently you want to change your mind!?"" When I said I was originally under the understanding that I able to do this she replied ""it's to late now"" ( I wasn't even trying to change it as I knew it was to late)",Positive,0.8903,0,0,0,0,0,0,0,0,0,0,0,0,time,professional,0,0,0,0,results
Transform,direct,Charlotte Louise Disley,2018-03-23T17:18:55Z,5  stars,Rhinoplasty with Mr Jones,I recently had a Rhinoplasty 11 days ago at Transform The Pines Hospital with Mr Jones and I cannot believe the amazing results I can see already.  When I first met with Mr Jones he told me exactly what I wanted to hear and what I wanted doing to my nose without me saying a word! This made me so confident in choosing to go with him as I knew he had the exact same vision as me. Abigail (PC) and Kris (Nurse) at the Liverpool clinic were amazing I can?��t stress enough how much they made my experience for me. I couldn?��t be happier with the results I can see 11 days post op so I can?��t even imagine how it will look in 6 months to 1 year! Mr Jones gave me my dream nose and it has changed me life and confidence completely.,Positive,0.707,Rhinoplasty,0,0,0,0,0,0,0,0,0,Transform,0,0,0,0,0,0,0,results
Transform,direct,Hayley Sutherland,2018-03-23T17:06:44Z,5  stars,Excellent service,I have received really good care from the Transform staff. Really happy with the results too. Would definitely  recommend,Positive,0.9419,0,0,0,0,0,0,0,0,0,0,Transform,0,0,staff,0,0,0,happy,results
Transform,direct,Catrina Quainoo,2018-03-23T07:52:15Z,5  stars,Brilliant service from start to finish,Brilliant service from start to finish. Made to feel more than comfortable on admission and brilliant aftercare.,Positive,0.9038,0,0,0,0,0,0,0,0,0,0,0,0,0,service,0,0,0,0,0
Transform,direct,Frona,2018-03-23T04:51:17Z,4  stars,"4 stars for surgery, taking 1 for the overnight stay!","I'm giving transform 4 starts due to the highly skilled surgeon who did exactly what I had always wanted and therefore greatly impacted my life each and everyday for the better. I would however warn others that if your thinking about an overnight stay at the Birmingham private hospital I would think again unless you don't want any sleep at all after the overnight cost has been added to your total bill. I was left hooked up to a beeping machine for 2 hours before getting up myself to figure out how to turn it off after coming out of surgery, there is a loud draught coming through the Windows, the doors won't close and open on their own making me jump which hurts, and the power has gone off and on all night on this ward then every machine beeps LOUD for ages to turn back on...then the power goes again! safe to say it's now 4:40am and I'm itching to get dressed and get home for well needed rest. Other than the annoyance of the overnight stay I would like to mention again that my surgical results are fantastic. Just a little sleep would help now!",Positive,0.9436,0,0,0,0,0,0,0,0,0,0,Transform,cost,0,0,0,0,0,0,results
Transform,direct,Cherell Emma,2018-03-22T17:52:11Z,5  stars,Superb service and so happy with the?�?,Superb service and so happy with the results,Positive,0.8702,0,0,0,0,0,0,0,0,0,0,0,0,0,service,0,0,0,happy,results
Transform,direct,Charlie,2018-03-22T15:40:26Z,5  stars,Staff have been very helpful and caring?�?,"Staff have been very helpful and caring the entire experience. Surgeon was amazing, so so pleased with my results already!! Scar is neat and healing well!",Positive,0.9579,0,0,0,0,0,0,0,0,0,0,0,0,0,staff,0,0,0,helpful,results
Transform,direct,Mrs Triston,2018-03-22T13:29:50Z,4  stars,You pay for what get.,You pay for what get.,Negative,-0.1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transform,direct,Zoe Cooke,2018-03-20T13:14:17Z,5  stars,Brentford Clinic,I'm 3 months post-op and couldnt be happier with my results and looking back on my experience with Transform (Brentford Clinic). I had a tuberous breast correction + implants with Mr Ahmad and my patient coordinator was Sabrina.,Negative,-0.4168,0,0,0,0,0,0,0,0,0,0,Transform,0,0,0,0,0,0,0,results
Transform,direct,Shenay Brown,2018-03-18T10:07:55Z,5  stars,SO HAPPY!!! Professional lovely staff,It may be early days but I?��ve been excited to write this review. It?��s been 10 days post op and I had the full works! Breast lift (lollipop) with implant and capsulotomy .... The staff was amazing! Louise Fenwick from the Newcastle clinic is lovely! She gave me so much info from the beginning and answered any questions I had. Then with her being so wonderful she allocated me to see Mr Clarke who was also lovely! I instantly knew I wanted him to do my surgery. I?��m very fussy and go with my instincts and I?��m so happy I did because I love my boobies now thanks to Mr Clarke :-) .  I no it?��s been only 10days but I do love them.,Positive,0.9944,0,0,0,0,0,0,0,0,0,0,0,0,0,staff,0,0,0,thanks,0
Transform,direct,Charlotte,2018-03-16T14:23:51Z,1  stars,Cornhill Clinic - Terrible,"Cornhill Clinic: Unfriendly, unprofessional and rude. No care for people. I do not recommend the Cornhill Clinic.",Negative,-0.8364,0,0,0,0,0,0,0,0,0,0,0,0,0,professional,0,0,0,0,0
Transform,direct,amy Hulks,2018-03-15T22:18:26Z,5  stars,Would 100% reccomend,"Ive had a great experience with transform, theyve supported me, given the best advice for my circumstances and provided excellent aftercare. Friends recommended transform to me and i would definitely reccomend them on again. Thank you",Positive,0.9732,0,0,0,0,0,0,0,0,0,0,Transform,0,0,aftercare,0,0,0,thank you,0
Transform,direct,Claire Dawson,2018-03-15T17:04:52Z,5  stars,Another happy customer,Was an excellent experience from start to finish. I'm extremely happy with all the advice and care I received and with the end result of my chosen procedure. I would highly recommend Transform to anyone looking at cosmetic surgery.,Positive,0.9285,Cosmetic Surgery,0,0,0,0,0,0,0,0,0,Transform,0,0,care,0,0,0,happy,0
Transform,direct,Ali,2018-03-14T00:01:05Z,1  stars,So dissapointed,Such a shame. It went from bad to worse and I really had high hopes for transform.,Negative,-0.7675,0,0,0,0,0,0,0,0,0,0,Transform,0,0,0,0,0,0,0,0
Transform,direct,Charliee Seymour,2018-03-12T10:11:35Z,5  stars,Over The Moon!!,"I would highly recommend Transform to anyone, my whole process was so efficient and straight forward! Also my surgeon Mr Mashadi was lovely and i am absolutely chuffed with my results. Thank you to all the nurses that took care of me during my stay in Riverside, you were amazing! xox",Positive,0.9677,0,0,0,0,0,0,0,0,0,0,Transform,0,0,care,0,0,0,thank you,results
Transform,direct,Emma Shellard,2018-03-09T15:33:15Z,5  stars,Excellent results,Excellent results - I would definitely recommend this company. All staff were lovely and very helpful.,Positive,0.9412,0,0,0,0,0,0,0,0,0,0,0,0,0,staff,0,0,0,helpful,results
Transform,direct,Caitlan Clarke,2018-03-07T22:09:56Z,4  stars,Amazing staff,"Amazing staff, amazing surgeon. Mr Clarke was so polite and understanding through out the whole experience I would highly recommend",Positive,0.8858,0,0,0,0,0,0,0,0,0,0,0,0,0,staff,0,0,0,0,0
Transform,direct,Rachel Evans,2018-03-07T19:43:46Z,5  stars,Love!!,I absolutely love this company. Everything about them.,Positive,0.6697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transform,direct,NP,2018-03-07T18:02:56Z,5  stars,Friendly,"Friendly, supportive staff, excellent service and aftercare, reassuring consistencies in staffing even after 14 years familiar faces !",Positive,0.8957,0,0,0,0,0,0,0,0,0,0,0,0,0,staff,0,0,0,0,0
Transform,direct,Laura Morris,2018-03-07T15:45:52Z,5  stars,I would definitely record Transform,"I would definitely recommend Transform. My surgeon, Mr Netri, was amazing and gave me the exact look I wanted. The procedure went exceptionally well. My nurse was so caring and professional.",Positive,0.9383,0,0,0,0,0,0,0,0,0,0,Transform,0,0,professional,0,0,0,0,0
Transform,direct,Helen Stubbings,2018-03-07T14:07:21Z,4  stars,Very efficient,"Very efficient, professional and caring.",Positive,0.7425,0,0,0,0,0,0,0,0,0,0,0,0,0,professional,0,0,0,0,0
Transform,direct,Katy Mcdermott,2018-03-07T13:27:49Z,5  stars,Transform-Breast Enlargement,Transform was amazing from start to finish and Mr Netri is an outstanding amazing surgeon who listened to what I wanted and made my vision a reality I now have the boobs I have always wanted and I am so incredibly happy with the results so thank you Mr Netri and Transform I love my new boobs,Positive,0.9784,0,0,0,0,0,0,0,0,0,0,Transform,0,0,0,0,0,0,thank you,results
Transform,direct,Natalie Messina,2018-03-07T13:19:28Z,5  stars,The experience was very proffesional,"The experience was very proffesional, My surgeon Mr Lim was excellent, reassuring me of the procedure and giving me some great advice before hand, the nurses were all very friendly and helpful with anything I needed.",Positive,0.9707,0,0,0,0,0,0,0,0,0,0,0,0,0,friendly,0,0,0,helpful,0
Transform,direct,Georgina Batt,2018-03-07T12:54:10Z,5  stars,No complaints,Very happy with my results and the care before during and after the operation.,Positive,0.8016,0,0,0,0,0,0,0,0,0,0,0,0,0,care,0,0,0,happy,results
Transform,direct,Faye G,2018-03-07T10:39:08Z,5  stars,Always pleased to return to transform,"I've only ever gone to transform for surgery, they are very professional and caring. The best clinic in london I've recommended to my friends over the years .My patient co-ordinatior Sabina was reassuring and got me booked in asap. Dr. Nathan is the best and very honest. I'm still waiting for my finished results but so far looking good .",Positive,0.9457,0,0,0,0,0,0,0,0,0,0,Transform,0,wait,professional,0,0,0,0,results
Transform,direct,Emily Mulligan,2018-03-07T10:21:05Z,5  stars,Brilliant experience,"The whole process with Transform has been fantastic. From my first consultation to my second and my third (I needed to go a few times to make sure I was 100% making the right decision) Having cosmetic surgery is a scary and daunting thought but everyone at Transform has a no nonsense, warm approach! They don?��t force you into anything and they make sure you know the facts. You are doing this for you at the end of the day and having a company like Transform helping you has made this process exciting and so enjoyable!",Positive,0.9207,Cosmetic Surgery,0,0,0,0,0,0,0,0,0,Transform,0,time,0,0,0,0,0,0
Transform,direct,NICOLE,2018-03-07T09:55:41Z,4  stars,From coordinator to surgeon they have all been great!,My coordinator Gabriella was fantastic! My surgeon was Dr antonacci and I am in love with my results! And the nurse never fails to phone me back & reassure me when worried! The hospital staff where i stayed were also great! In all so far I am 23 days post op & cannot complain about transform!,Positive,0.948,0,0,0,0,0,0,0,0,0,0,Transform,0,0,staff,0,0,0,0,results
Transform,direct,Mairi,2018-03-06T22:49:59Z,5  stars,They were amazing from start to finish?�?,They were amazing from start to finish and would do anything to help. A year on and my boobs are still amazing .,Positive,0.8834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transform,direct,Mihaela,2018-03-05T05:52:05Z,5  stars,A five star care,A five star care from the first day that i step in the clinic and even after the surgery. was an excellent experience.,Positive,0.7845,0,0,0,0,0,0,0,0,0,0,0,0,0,care,0,0,0,0,0
